Date,Total Gain/Loss,Unrealized Gain/Loss,Realized Gain/Loss
2019-10-27,0.42886697337753155,0.0,0.42886697337753155
2019-10-28,0.6998851450012852,0.27101817162375363,0.42886697337753155
2019-10-29,1.4754412862370123,1.0465743128594807,0.42886697337753155
2019-10-30,1.348182914859945,0.0,1.348182914859945
2019-10-31,1.200796763418865,-0.14738615144107992,1.348182914859945
2019-11-01,1.6878237808289884,0.3396408659690435,1.348182914859945
2019-11-02,1.8106723334354748,0.17119501775658752,1.6394773156788873
2019-11-03,2.462588691966142,0.8217676231689202,1.6408210687972218
2019-11-04,3.624686278032643,1.9838652092354214,1.6408210687972218
2019-11-05,3.5249923942301864,1.8841713254329646,1.6408210687972218
2019-11-06,3.3679373948937803,0.0,3.3679373948937803
2019-11-07,2.2618472659810847,-1.1060901289126956,3.3679373948937803
2019-11-08,0.7190679002213692,-2.648869494672411,3.3679373948937803
2019-11-09,1.138949171784862,-2.228988223108918,3.3679373948937803
2019-11-10,2.9838865412656927,0.0,2.9838865412656927
2019-11-11,1.7681573513084594,-1.0296695364672332,2.7978268877756927
2019-11-12,2.3559687463612846,0.0,2.3559687463612846
2019-11-13,8.101112677460442,5.745143931099157,2.3559687463612846
2019-11-14,5.060906729956606,2.704937983595322,2.3559687463612846
2019-11-15,-4.572921658702386,-6.928890405063671,2.3559687463612846
2019-11-16,0.4599771462757175,-1.895991600085567,2.3559687463612846
2019-11-17,13.928403602040014,11.572434855678729,2.3559687463612846
2019-11-18,0.5319844900301538,-1.8239842563311308,2.3559687463612846
2019-11-19,-11.956404877484621,-14.312373623845906,2.3559687463612846
2019-11-20,-12.609189307933445,-14.96515805429473,2.3559687463612846
2019-11-21,-38.19540268915825,-40.551371435519535,2.3559687463612846
2019-11-22,-55.15603561174345,-57.51200435810473,2.3559687463612846
2019-11-23,-46.13328219543965,-48.48925094180093,2.3559687463612846
2019-11-24,-72.24740435526518,-74.60337310162646,2.3559687463612846
2019-11-25,-64.17769593561808,-66.53366468197936,2.3559687463612846
2019-11-26,-53.24098849765181,-55.5969572440131,2.3559687463612846
2019-11-27,-25.65894288317341,-28.014911629534694,2.3559687463612846
2019-11-28,-19.55461011021776,-21.910578856579043,2.3559687463612846
2019-11-29,-17.26224249398119,-19.618211240342475,2.3559687463612846
2019-11-30,-28.977240732312847,-31.33320947867413,2.3559687463612846
2019-12-01,-27.785819759682624,-30.14178850604391,2.3559687463612846
2019-12-02,-31.1402995820222,-33.496268328383486,2.3559687463612846
2019-12-03,-34.2631380249615,-36.619106771322784,2.3559687463612846
2019-12-04,-47.64139629486071,-49.997365041222,2.3559687463612846
2019-12-05,-37.5193185896337,-39.87528733599498,2.3559687463612846
2019-12-06,-28.401543390362974,-30.75751213672426,2.3559687463612846
2019-12-07,-31.856799144865764,-34.212767891227045,2.3559687463612846
2019-12-08,-31.991790039893207,-34.34775878625449,2.3559687463612846
2019-12-09,-40.06693750549232,-42.422906251853604,2.3559687463612846
2019-12-10,-54.2362944150798,-56.59226316144108,2.3559687463612846
2019-12-11,-54.47660724749633,-56.83257599385762,2.3559687463612846
2019-12-12,-47.750511145038956,-50.10647989140024,2.3559687463612846
2019-12-13,-41.033262801872596,-43.38923154823388,2.3559687463612846
2019-12-14,-54.897390183116755,-57.25335892947804,2.3559687463612846
2019-12-15,-46.68141252482142,-49.0373812711827,2.3559687463612846
2019-12-16,-62.983846798847054,-65.33981554520834,2.3559687463612846
2019-12-17,-85.17576097663898,-86.53876461107852,1.3630036344395373
2019-12-18,-61.74534709266371,-63.10835072710324,1.3630036344395373
2019-12-19,-67.07561337295616,-68.43861700739569,1.3630036344395373
2019-12-20,-67.78165792139485,-69.14466155583439,1.3630036344395373
2019-12-21,-68.39044510959205,-69.75344874403159,1.3630036344395373
2019-12-22,-63.67591783377164,-65.03892146821119,1.3630036344395373
2019-12-23,-72.97763860413936,-74.3406422385789,1.3630036344395373
2019-12-24,-74.76030482418177,-76.12330845862131,1.3630036344395373
2019-12-25,-79.85648836702097,-81.21949200146051,1.3630036344395373
2019-12-26,-80.70365085502537,-82.06665448946491,1.3630036344395373
2019-12-27,-80.75190822017407,-82.11491185461361,1.3630036344395373
2019-12-28,-78.58455403237028,-79.94755766680981,1.3630036344395373
2019-12-29,-72.50558979361581,-73.86859342805535,1.3630036344395373
